,Taco Bell,Del Taco
0,-1.4231703729144083,-0.1482441691045609
1,-3.170559491374095,-0.8799977238306786
2,0.7842511205516906,-3.5072494730827084
3,-0.7206482232557007,-1.1563685120820972
4,-2.80246958087903,0.2310613108001921
5,1.6434486139930788,1.9890742560303614
6,-3.315566426243392,-1.7121595695300127
7,1.8347701808156565,-3.035267135828815
8,-2.2321792377021703,-1.5117469834725232
9,0.7777623149830668,0.576854841311049
10,-1.5571445852925305,0.3834937823030573
11,1.5412373214425281,-0.06614719925780749
12,-2.672778259124675,-3.523179211207238
13,-0.04761495534220848,-0.034540440843570275
14,-0.03488311674208436,-1.0428884612592029
15,0.40314566736857504,1.8187942667617882
16,-0.8042246479377907,-1.0983382844002796
17,0.14873098981181768,-2.4409016859199073
18,-4.778957529694367,-3.6863490680522504
19,1.4944841084063978,-0.5443945953804408
20,1.7514724999923832,-4.746271896903011
21,-1.9837692380060084,-2.7172834924953553
22,0.09606283906336044,4.051073880247989
23,-3.6838718068930634,0.17101861793366568
24,-2.7646859699913056,-2.167722754438431
25,1.2345521426760326,-3.7617569318247703
26,0.44969243607818454,1.3912922866623778
27,-0.18024569594641499,-0.8111136698144806
28,0.822329038487189,0.9060814017041974
29,1.8190799083661335,-0.00452139273664065
30,1.553178144454409,-1.7408677735922786
31,-1.3553733200832696,1.792222779102882
32,-1.583560678112886,3.707508700560016
33,-3.8129638793474148,-2.391600296480341
34,1.1862221433076614,-0.6303163493841519
35,-0.7515163288847705,1.6216256302193575
36,1.3004912632141299,-3.973645108843118
37,2.7876561879398887,2.7379203930636216
38,-2.883733723638407,0.6494868242848479
39,0.6264597435580107,-2.1515128921814197
40,-0.41272019190263587,-2.9927236159866735
41,-2.973018032316033,3.3046762105440366
42,-0.045057591653482,-0.11002861703918893
43,-0.18593809373715245,-3.9896961491838865
44,-4.9620744934386085,-3.063787236556248
45,1.1141038825410317,-1.4386926380224518
46,2.241068050767022,-0.7442900077297319
47,-0.07924467019836633,-0.04839628871328766
48,3.543832225232644,1.9222251736819658
49,-1.7328234205175381,-4.124073865305067
50,-0.6262761479958449,-1.4019991205329496
51,2.7018903359105684,-1.1022541383700948
52,-0.09387042543927811,-0.8823716416792202
53,0.17382483607256907,-0.7249645479528626
54,2.7269004125174208,-1.3547676663916248
55,0.4702647162884318,-0.7066450911157153
56,1.7131200744821367,-1.5385496960268938
57,2.1023940866026534,-3.2930483574837486
58,0.793158539018949,2.6887410689345392
59,0.49799197654494776,1.450378430857166
60,1.685005536365475,-1.690517214567928
61,-1.4890187683047336,-2.5475616477672958
62,-3.3628547725238325,2.7581452466859804
63,-0.6746597902003801,-2.771530218859909
64,-2.8795139674497388,-3.6327458934083574
65,0.06712533093232734,-1.3869027288461966
66,-3.562826693925873,-1.5583697576537117
67,1.1944026826788932,0.20561516716242534
68,0.8444592020290801,0.642978511297243
69,1.8378595371750934,-1.5726490585323618
70,-0.6079097554126969,-0.8553601276659691
71,2.7632975227974534,-1.258757455520997
72,-4.475741046212176,-1.8550788581636735
73,0.44567997153929206,0.7106324120085661
74,0.17649466527744642,-1.367321498999904
75,1.01655719511679,0.619578090448448
76,-1.1029633460098858,0.1379194064106799
77,0.4024460863129228,1.6951696956503368
78,1.017351943381623,-1.8126581046164807
79,-0.03764352237701948,-0.3509782787640521
80,0.6637773963070411,0.8802960585129267
81,1.4057549793854562,-2.5693779713246703
82,1.607616867151274,0.5383666652339825
83,2.954019794124103,-2.5209928577170984
84,0.3553576100397702,-1.7945503000326033
85,-0.3070630141490188,-2.064624554032329
86,-0.33911390819118714,-1.5636334635217077
87,2.870915952873034,-3.5422750156932645
88,-0.05000578351994055,-0.9232627982464721
89,-1.3094640128670698,-0.26433924762804095
90,2.180574216046056,-0.9668580065222141
91,1.6684511924222702,1.6397481073832663
92,-2.3174692373450063,-2.143402057941537
93,-0.05061124712220825,-0.6330342453018817
94,-1.2956373586396757,1.7976168454279766
95,0.38838279757770655,0.5076069319792234
96,-1.1618734342741064,-4.029904538169429
97,0.7633049605970105,-0.6496651063663957
98,0.16410608786059264,-3.0671722986122396
99,0.5196097031761995,-0.5677255508963375
